編號,縣市別代碼,地址,發放口罩藥局名稱,TM2X,TM2Y,行政區,成人口罩數量,兒童口罩數量,藥局提供時間說明,經度,緯度,口罩地圖數量紀錄時間,系統查詢總計數量,系統紀錄日期,系統當日查詢數量
597,66000,台中市大雅區學府路２２５號１樓,學府藥局,214429.9576,2679668.937,大雅區,0,10,8:30-10:00,120.6497861,24.22213532,2021/5/21 10:50,887620,2021/7/13,49
598,66000,台中市太平區中興路１１２號,亮亮藥局,221054.8595,2669127.921,太平區,0,440,口罩每週一至週六上午8:15開始販售，中午12:00~14:30為休息時間，售完為止。(週日公休),120.7152238,24.12709379,2021/5/19 09:53,887571,2021/7/12,28
599,66000,台中市沙鹿區中山路２８０號１樓,康裕藥局,205345.705,2681475.813,沙鹿區,3570,1780,*每日8:30發放號碼牌，8:30開始販售。(全年無休)*固定周一到周日，早上8:30開始販賣防疫口罩,120.5602906,24.23821771,2021/5/14 10:59,887543,2021/7/11,24
600,66000,臺中市東勢區豐勢路２１號１樓,國良豐藥局,232918.9974,2682475.394,東勢區,4620,2010,全天販售,120.8317904,24.2477854,2021/4/22 19:38,887519,2021/7/10,31
601,66000,臺中市后里區甲后路一段２５３號１樓,甲后藥局,222290.8124,2689278.055,后里區,40,20,周一到周六，早上8點開始用健保卡排隊，10點後領取口罩及健保卡,120.7269961,24.30905592,2021/4/9 10:02,887488,2021/7/9,37
602,66000,台中市北區漢口路４段３８０號,展弘藥局,217904.1766,2673536.437,北區,0,200,口罩販售週一至週六9:00-12:00 14:30-21:30視現場領藥機動調整,120.6841284,24.16683851,2021/3/31 16:59,887451,2021/7/8,43
603,66000,臺中市烏日區中山路１段３３３號１樓,智盛藥局,213534.4349,2667092.251,烏日區,10,0,09:00開始販賣，逢人多改發號碼牌，禮拜一~禮拜四、禮拜六、禮拜日中午十二點~下午兩點半為休息時間，禮拜五為公休日,120.6412865,24.10855731,2021/3/25 09:14,887408,2021/7/7,44
604,66000,臺中市烏日區信義街１７２號,杏益藥局,213334.4957,2666697.611,烏日區,2000,0,19:30-21:30開放領取口罩，視情況調整販賣時間(周日店休),120.6393297,24.10498937,2021/3/24 16:59,887364,2021/7/6,39
605,66000,臺中市后里區中山路３７號１樓,內埔瑞士藥師藥局,220695.873,2688772.119,后里區,2000,0,發放口罩以藥局店內公告為主,120.7112925,24.30445872,2021/3/24 16:59,887325,2021/7/5,27
606,66000,臺中市后里區甲后路二段５７９號,后里瑞士藥師藥局,218436.0651,2689874.575,后里區,2000,0,周一到周五，早上8點到10點。周六、周日早上9點到11點,120.6890046,24.31436893,2021/3/24 16:59,887298,2021/7/4,24
607,66000,台中市北區山西路二段７１號１樓,宏原健保藥局,217042.3146,2673960.577,北區,2000,0,固定周一到周日，早上10:00開始賣完為止,120.6756368,24.17065037,2021/3/24 16:59,887274,2021/7/3,20
608,66000,台中市南區工學路３９號,樺生藥局,216064.7979,2667987.335,南區,2000,0,星期一至日早上約9點多販售防疫口罩，售完為止.,120.6661565,24.11669568,2021/3/24 16:59,887254,2021/7/2,30
609,66000,台中市大里區新里里新興路５５號,樺生藥局,217156.7573,2666054.417,大里區,2000,0,固定下午12點半賣口罩 如人數達標 提早開始,120.6769425,24.09926587,2021/3/24 16:59,887224,2021/7/1,40
610,66000,臺中市龍井區中央路３段６０號,林大藥局,201776.7186,2678599.842,龍井區,20,0,防疫口罩代售時間 早上9:00~12:00,120.5252441,24.21214498,2021/3/3 09:32,887184,2021/6/30,38
611,66000,臺中市南區美村南路１２４號,大樹美村藥局,216151.0307,2667756.981,南區,0,10,口罩販售時間：14:00 - 16:00,120.6670102,24.1146176,2021/2/26 19:41,887146,2021/6/29,36
612,66000,台中市西區向上路一段５２９號１樓,友富大藥局,214628.1282,2671298.904,西區,30,0,口罩販售時間早上10:00-12:00、下午2:00-6:00止， 星期日公休,120.6519423,24.14656515,2021/2/22 18:14,887110,2021/6/28,42
613,66000,臺中市北區北平路二段１９０號１樓,明曜藥局,217324.0678,2674014.827,北區,0,10,-,120.6784085,24.17114608,2021/2/20 20:44,887068,2021/6/27,25
614,66000,台中市新社區興安路１８－３３號,荷仕康藥局,230478.0229,2681662.417,新社區,2000,400,口罩上午8點現場排隊(不先分號碼牌),120.8077634,24.24041637,2021/2/18 08:50,887043,2021/6/26,24
615,66000,臺中市大肚區沙田路二段６３４號,必安藥局,203828.3128,2671802.8,大肚區,10,0,口罩販售週一至週六售完為止,120.5456588,24.15083557,2021/1/27 10:59,887019,2021/6/25,22
616,66000,台中市大甲區順天路３８５號,安新藥局,212126.4521,2693842.439,大甲區,0,10,-,120.6267328,24.3500547,2021/1/21 18:44,886997,2021/6/24,23
617,66000,臺中市南區學府路１６０號１樓,田園藥局,216883.6955,2669358.33,南區,2000,200,週一至週五上午10點販賣口罩，週三店休，週六日晚上8點販賣口罩,120.6741811,24.12909218,2021/1/19 10:50,886974,2021/6/23,36
618,66000,台中市北區漢口路四段３５５號,漢口鹿藥局,217725.0014,2673575.187,北區,1900,0,早上8:30點開始販售,120.6823642,24.16718473,2021/1/19 10:50,886938,2021/6/22,26
619,66000,臺中市南區德富路９號１樓,鴻源藥局,214745.8464,2668513.522,南區,4000,400,週一至五上午9:00至11:00代售口罩，現場排隊即可，週六週日公休,120.6531701,24.1213861,2021/1/13 09:26,886912,2021/6/21,40
620,66000,臺中市大里區中興路１段１６７－６號１樓,世穎藥局,219040.4045,2664835.862,大里區,0,200,固定週一到週六下午9:00到22:30，開始排隊依順序販售口罩,120.6954965,24.08830116,2021/1/12 16:59,886872,2021/6/20,38
621,66000,臺中市南屯區向心南路９４８號１樓,弘泰藥師藥局,213825.6421,2670206.487,南屯區,0,200,每日上午9點至晚上10點半，不挑色挑款。請自備零錢。,120.6440733,24.13668325,2021/1/12 16:59,886834,2021/6/19,26
622,66000,台中市北屯區昌平路１段１１７號１樓,元亨藥局,218526.3244,2674459.388,北屯區,2000,200,周一至周六營業時段皆販售口罩，中午12點至16點休息,120.6902311,24.17518462,2021/1/8 16:59,886808,2021/6/18,29
623,66000,臺中市西屯區福科路９５０號,瑞心藥局,209968.9337,2675862.264,西屯區,7750,770,販售防疫口罩時間：週一至週五8:45??12:00及14:30??18:30、週六8:45??12:00及13:30??18:00、週日公休,120.6059704,24.18765706,2021/1/4 09:41,886779,2021/6/17,42
624,66000,臺中市西屯區大墩路８８１號１樓,樂芙藥局,214419.8093,2672371.171,西屯區,1375,10,1.早上9點40分至晚上10點買口罩  星期日店休,120.6498661,24.15624221,2020/12/30 23:41,886737,2021/6/16,51
625,66000,臺中市北區進化北路３６６號１樓,康甫藥師藥局,217549.8369,2673149.069,北區,0,800,有關口罩販售：周一至周六早上9:30發號碼牌，下午3:00過後發售口罩。周日休息。,120.6806499,24.16333361,2020/12/30 23:41,886686,2021/6/15,37
626,66000,臺中市潭子區圓通南路１９６號１樓,元康健保藥局,219961.0915,2678007.281,潭子區,108,0,下午3點現場分號碼後  依序賣口罩,120.7042783,24.20724739,2020/12/30 23:41,886649,2021/6/14,36
627,66000,臺中市潭子區勝利路１０５號,新舒康藥局,219631.4704,2678213.307,潭子區,2483,266,上午8:30起，售完為止。週六.日無休。,120.701029,24.20910131,2020/12/30 23:41,886613,2021/6/13,35
628,66000,臺中市沙鹿區鎮南路２段４１２號１樓,維康藥局,205982.1768,2680595.211,沙鹿區,2916,410,*固定周一到周五9:30~1130.15:30~1700.1930~2100周六9:30~1130開始販賣防疫口罩,120.5665847,24.2302847,2020/12/30 23:41,886578,2021/6/12,45
629,66000,臺中市后里區甲后路一段１６３號１樓,后禮藥局,222481.6414,2689294.697,后里區,0,580,週一至週五下午4:00開始發放，週六早上八點發放。,120.7288759,24.30920955,2020/12/30 23:41,886533,2021/6/11,49
630,66000,臺中市清水區新興路２６０號１樓,全佑藥局,207118.4129,2685021.289,清水區,0,315,9︰30開始販賣，至每日量賣完為止。 各大醫院慢箋免費領藥。,120.5776403,24.27027935,2020/12/30 23:41,886484,2021/6/10,47
631,66000,臺中市清水區中山路１２７－２號１樓,永悅藥局,206686.8991,2684371.673,清水區,0,9,每天8點開始販售至賣完為止,120.5734098,24.2644021,2020/12/30 23:41,886437,2021/6/9,52
632,66000,台中巿北屯區仁美里豊樂路３２??９號,志誠藥局,218471.5146,2676412.654,北屯區,4068,680,周一~周六 每天早上8:30 開始販賣 防疫口罩 星期日休息 中午休息午,120.689649,24.19282,2020/12/30 23:41,886385,2021/6/8,49
633,66000,台中市北屯區軍功路１段４９２號１樓,宏琳社區保健藥局,221428.6131,2674009.581,北屯區,22,0,每月固定禮拜天休息，每日8:30起發售口罩；前往領藥前先電話洽詢,120.7188045,24.17117854,2020/12/30 23:41,886336,2021/6/7,46
634,66000,臺中市西屯區寶慶路５０巷１號,宜泰藥師藥局,214139.1089,2674098.139,西屯區,1044,340,周一到周六，早上9:30~下午6:00販售防疫口罩，其於時間不販售口罩,120.647061,24.171829,2020/12/30 23:41,886290,2021/6/6,50
635,66000,臺中市南屯區向上路一段６４３號１樓,大樹南屯藥局,214287.378,2671302.194,南屯區,4945,380,口罩販售時間：14:00 - 16:00,120.6485893,24.14658717,2020/12/30 23:41,886240,2021/6/5,55
636,66000,臺中市南屯區東興路二段７１號１樓,大育藥局,214716.3919,2670388.467,南屯區,109,928,固定周一到周日上午8:00-晚上23:00販售防疫口罩.售完為止,120.652833,24.13834657,2020/12/30 23:41,886185,2021/6/4,59
637,66000,台中市大甲區孟春里通天路２２７號,健聖藥局,214863.4313,2697317.458,大甲區,100,748,周一到周六早上8:30開始販賣防疫口罩,120.6536216,24.38149455,2020/12/30 23:41,886126,2021/6/3,70
638,66000,台中市梧棲區中央路１段８５９號,友達藥局,203069.8813,2682426.191,梧棲區,0,390,前往領藥前先電話洽詢,120.5378502,24.24673228,2020/12/30 23:41,886056,2021/6/2,106
639,66000,台中市太平區樹德路１０２號１樓,樹德大藥局,220684.8258,2672092.862,太平區,4,94,每日下午2點開賣. 不需排隊 隨到隨領 樹德藥局關心您,120.7115232,24.15385829,2020/12/30 23:41,885950,2021/6/1,174
640,66000,臺中市大雅區雅環路２段２８７號,躍獅佑仁藥局,214336.7024,2680450.257,大雅區,3582,180,週一~週五 12:00~14:00販售口罩 兒童款-平面,120.6488486,24.22918785,2020/12/30 10:56,885776,2021/5/31,250
641,66000,臺中市潭子區大新路５８號,美日康藥局,220287.2564,2677465.535,潭子區,612,225,星期一至六只有下午1-3點販賣口罩!需禮讓病患優先領藥!,120.7075004,24.20236205,2020/12/30 09:35,885526,2021/5/30,241
642,66000,台中市大雅區大雅里中山北路４９２??１號,文雅藥局,214218.0215,2679051.248,大雅區,0,10,周一到周六，早上7:00開始販賣防疫口罩(依排隊順序)。,120.6477148,24.2165533,2020/12/28 11:53,885285,2021/5/29,274
643,66000,臺中市北屯區東山路一段２４６之３號,瑞東大藥局,221326.4175,2674478.791,北屯區,27,0,口罩販賣時段 早上09:15~12:00、晚上19:00~20:30；六、日 早上09:15-12:00,120.7177894,24.1754133,2020/12/28 09:35,885011,2021/5/28,222
644,66000,台中市西屯區西屯路三段１６４??１３號,德維中西藥局,213278.0667,2675035.982,西屯區,28,71,周一至周日9:00開始販售口罩,120.638563,24.18027712,2020/12/24 11:20,884789,2021/5/27,231
645,66000,台中市西區向上路一段二七七號一樓,匯康藥局,215292.0153,2671291.755,西區,0,60,週一至週六早上09:30開始販售至口罩售完為止,120.658475,24.14651536,2020/12/24 11:20,884558,2021/5/26,288
646,66000,臺中市西屯區文華路３之１號１樓,祐生藥局,213897.0049,2674489.204,西屯區,8,350,週1-週6，下午3點開始販售口罩，售完為止，週日休。,120.6446685,24.17535448,2020/12/24 11:20,884270,2021/5/25,465
647,66000,臺中市潭子區勝利路２８５號１樓,名方藥局,219570.5961,2678668.701,潭子區,0,10,營業時間:AM0800~1200;PM1500~1930,120.7004201,24.21321198,2020/12/22 19:35,883805,2021/5/24,360
648,66000,臺中市西區精誠路６７號１樓,佑恩藥師藥局,214971.3663,2671926.501,西區,9,0,固定周一到周六，早上9:30，周日下午2:30開始販賣防疫口罩,120.6553045,24.15223954,2020/12/21 16:59,883445,2021/5/23,388
649,66000,台中市東區振興路４３９號１樓,仁康中西藥局,220070.4929,2669487.181,東區,4,6,周一至周六，早上8:30發放號碼牌並開始販售.(販售至中午12:00止),120.7055318,24.13031929,2020/12/15 10:11,883057,2021/5/22,407
650,66000,台中市大里區中興路２段１１１之１號,日康藥局,218341.2906,2666532.742,大里區,0,10,星期一二四五六口罩代售時間自早上9:30起，另星期三下午3:30起，現場排隊,120.6885834,24.103609,2020/11/23 20:53,882650,2021/5/21,409
651,66000,臺中市北區雙十路二段１８７號１樓,躍獅達心藥局,218563.1443,2672532.662,北區,144,360,週一至週六上午8:00發放號碼牌，11:00開始販售。,120.6906354,24.15778846,2020/11/19 15:05,882241,2021/5/20,783
652,66000,臺中市北屯區四平路３９號,齊方藥局,216543.5164,2674870.918,北屯區,0,10,防疫口罩販售時間:每週一至週六9am~11am；3pm~5pm；9pm~10pm現排現領不抽號碼牌，售完為止.(非這3個時段恕無法販售口罩),120.6707067,24.17885952,2020/11/10 19:59,881458,2021/5/19,3586
653,66000,臺中市西屯區工業３８路２６號,佳德健保藥局,208304.9449,2674578.326,西屯區,3,0,販售防疫口罩時間：週一至週五14:00、週六及週日10:00開始販售至售完。,120.589629,24.176021,2020/11/10 17:23,877872,2021/5/18,1468
654,66000,臺中市北屯區東山路１段２１６－９號１樓,德霖藥局,220900.9896,2674215.827,北屯區,0,10,上午11時開始販賣口罩（無休息日）,120.7136076,24.17303112,2020/11/6 15:02,876404,2021/5/17,3253
655,66000,臺中市太平區新興路２８號,太平瑞昌藥局,220771.2419,2672680.092,太平區,9,0,口罩時段 : 09:00-10:00， 15:00-16:00， 19:00-22:00， 數量有限，售完為止,120.7123617,24.15916216,2020/11/5 10:05,873151,2021/5/16,2381
656,66000,台中市大里區東興里益民路二段３２３號,御和藥局,217853.0311,2667542.992,大里區,18,0,5/1早午晚執業及賣口罩，5/2休息，5/3早晚執業及賣口罩,120.6837582,24.112721,2020/11/5 10:02,870770,2021/5/15,1427
657,66000,臺中市龍井區中央路２段５７號１樓,龍井茂昌藥局,201568.2626,2677740.002,龍井區,12,370,防疫口罩購買時間: 每天下午3:00-5:00，不發號碼牌,120.5232208,24.20437506,2020/11/4 10:02,869343,2021/5/14,629
658,66000,臺中市豐原區圓環東路６１３號１樓,喜樂魚藥局,222398.2341,2682808.669,豐原區,0,200,口罩販賣時間星期一.二.四.五下午3-7點(售完為止)，星期三上午10-12點,120.7281788,24.2506448,2020/11/4 10:02,868714,2021/5/13,403
659,66000,台中市大里區塗城路５３０號,成功藥局,219644.5156,2664887.432,大里區,0,10,第五週周日早晚調劑(周一至周六早上9點開始賣口罩),120.7014371,24.08877852,2020/10/30 17:17,868311,2021/5/12,473
660,66000,臺中市梧棲區港埠路１段８２７巷６號,瑞恩藥局,202598.9165,2682132.935,梧棲區,0,20,固定週一至週六早上10點發放依序領取口罩，週日休息,120.5332221,24.24407032,2020/10/29 08:23,867838,2021/5/11,378
661,66000,臺中市南屯區大墩十街１９２號,和平藥師藥局,214387.2267,2671444.064,南屯區,5,0,固定周一到周日上午8:00開始販售。,120.6495683,24.14787041,2020/10/9 19:29,867460,2021/5/10,40
662,66000,台中市潭子區甘蔗里雅潭路一段一六一號,豐全藥局,219636.6538,2678974.169,潭子區,846,0,發口罩時間早上9:00到售完為止.星期日休息,120.701064,24.21597139,2020/10/5 23:41,867420,2021/5/9,33
663,66000,臺中市北屯區昌平路二段１１－３６號,昌平炘星藥局,218366.9191,2675172.682,北屯區,1800,200,周一到周六，早上8:30開始販賣防疫口罩，下午12:00~15:00、晚上18:00~19:00休息，星期日休息,120.6886466,24.18162192,2020/9/29 16:59,867387,2021/5/8,30
664,66000,臺中市沙鹿區光大路２４２號,關心藥局,205824.6403,2682093.272,沙鹿區,1800,200,週一~週六僅供早上10~12點現場排隊購買口罩 PS.請自備零錢，不找零,120.5649876,24.24380632,2020/9/29 16:59,867357,2021/5/7,77
665,66000,臺中市潭子區中山路一段９７號１樓,潭子炘星藥局,219756.6095,2676451.287,潭子區,1800,200,上班時間均可購買防疫口罩，週日休息。,120.7022979,24.19319406,2020/9/29 16:59,867280,2021/5/6,108
666,66000,臺中市太平區樹德路６９巷６號１樓,達安藥局,220593.0818,2671846.992,太平區,3203,6559,口罩販售從8:00到售完為止,120.7106254,24.15163655,2020/9/23 23:44,867172,2021/5/5,221
667,66000,臺中市太平區樹德路２９６號１樓,欣天然藥局,220803.4569,2672488.102,太平區,0,7,星期四公休,120.7126826,24.15742922,2020/9/23 23:44,866951,2021/5/4,56
668,66000,臺中市豐原區中正路１３２號１樓,長庚健保大藥局,221586.6086,2682941.053,豐原區,0,7,販售口罩時段為每星期一至星期日上午9點至12點,120.7201834,24.25182562,2020/9/23 23:44,866895,2021/5/3,32
669,66000,臺中市豐原區中正路１９５號,一加藥局,221418.6084,2682922.96,豐原區,0,10,固定周一至周六早上9點至晚上10點販售口罩，,120.7185293,24.25165921,2020/9/23 23:44,866863,2021/5/2,27
670,66000,臺中市南區美村南路１９７號１樓,尚尚藥局,216109.109,2667816.857,南區,13,0,固定周一到周六，早上8:30開始販賣防疫口罩，賣完為止，週日休息。,120.6665964,24.11515734,2020/9/23 23:44,866836,2021/5/1,43
671,66000,臺中市中區平等街１１６號,平等安德藥局,217665.0413,2670838.837,中區,347,835,販售口罩時段為每星期一至星期日上午9點至12點,120.6818353,24.1424763,2020/9/23 23:44,866793,2021/4/30,81
672,66000,臺中市北區進化路３３２號,進化瑞昌藥局,218966.2815,2672088.123,北區,1143,1120,販售口罩時段為每星期一至星期日上午9點至12點,120.6946121,24.15378259,2020/9/23 23:44,866712,2021/4/29,52
673,66000,臺中市北區育德路１６號,瑞鋒藥師藥局,217433.1402,2672517.631,北區,0,1110,依排班人力，周一至周六早上10點半或下午2點發號碼牌,120.6795157,24.15762979,2020/9/23 23:44,866660,2021/4/28,23
674,66000,臺中市北區太原路二段１１號１樓,多倫多藥局,217003.1827,2673399.054,北區,14697,1260,販售口罩時段為每星期一至星期日上午9點至12點,120.6752645,24.16557943,2020/9/23 23:44,866637,2021/4/27,46
675,66000,臺中市南區國光路２４１號１樓,心安藥局,217409.9799,2669098.462,南區,3,1022,只有週二至週五，上午9點-11點，販賣口罩，週日店休,120.6793648,24.12675672,2020/9/23 23:44,866591,2021/4/26,29
676,66000,臺中市北區崇德路１段４５３號,宏信藥局,217963.4126,2673155.964,北區,0,760,販售口罩時段為每星期一至星期日上午9點至12點,120.6847198,24.16340433,2020/9/23 23:44,866562,2021/4/25,26
677,66000,臺中市北屯區敦化路１段６６８號,敦化小林健保藥局,215892.6049,2675655.29,北屯區,1363,35,每日早上8:00領號碼牌，16:30再回藥局領口罩(全年無休),120.6642817,24.18592781,2020/9/23 23:44,866536,2021/4/24,36
678,66000,臺中市北屯區松竹路二段４１１號,大樹北屯藥局,218454.0521,2675205.173,北屯區,5542,1277,口罩販售時間：14:00 - 16:00,120.6895035,24.18191704,2020/9/23 23:44,866500,2021/4/23,21
679,66000,臺中市西屯區福科路７９３號１樓,合和健保藥局,210237.5618,2675789.054,西屯區,1548,120,販售口罩時段為每星期一至星期日上午9點至12點,120.6086165,24.18700285,2020/9/23 23:44,866479,2021/4/22,35
680,66000,臺中市西屯區福星路４３１號１樓、４３１－１號２樓,美康逢甲健保藥局,213960.4156,2674853.387,西屯區,4815,1310,販售口罩時段為每星期一至星期日上午9點至12點,120.6452835,24.17864421,2020/9/23 23:44,866444,2021/4/21,30
681,66000,臺中市南屯區黎明路二段３６３號,百康健保藥局,212933.3475,2671719.882,南屯區,7,0,周一到周日每日上午9:00到晚上22:30,120.6352552,24.15032731,2020/9/23 23:44,866414,2021/4/20,22
682,66000,台中市西屯區重慶路１３９號,重慶美得康藥局,215074.6336,2673481.798,西屯區,5796,460,每周一至周六上午9點30-10:30；與下午4:00-晚上8:00販售，其餘時段不販售口罩。周日上午僅提供慢性處方病患與醫護人員。,120.6562831,24.16628496,2020/9/23 23:44,866392,2021/4/19,32
683,66000,台中市北屯區瀋陽路二段３１號１樓,信誼藥局,217563.4818,2674328.651,北屯區,7,367,週一~週五全日上班時段，週六上午9:00-12:00販售口罩，周日公休。,120.6807577,24.17398462,2020/9/23 23:44,866360,2021/4/18,20
684,66000,台中市北屯區北屯里進化北路２７號１樓,中央藥局,218653.2491,2673067.398,北屯區,8355,0,周一~周日每天下午2:00開始發號碼牌並依序販售口罩，售完為止,120.6915105,24.16261853,2020/9/23 23:44,866340,2021/4/17,25
685,66000,台中市豐原區中正路２９６號,豐原福倫藥局,221119.8418,2682931.083,豐原區,37668,3,防疫口罩販賣時段：下午2：00-3：00。,120.7155869,24.25172708,2020/9/23 23:44,866315,2021/4/16,34
686,66000,台中市豐原區三民路３４號,臺安保健藥局,221787.5271,2683192.758,豐原區,0,328,人力不足不堪負荷暫停口罩實名制作業,120.7221571,24.25410194,2020/9/23 23:44,866281,2021/4/15,24
687,66000,台中市烏日區學田路５８８號,辰采藥局,210083.1285,2668708.742,烏日區,828,344,中午12:00~3:00門市正常營業但不提供防疫口罩購買,120.6072919,24.12306951,2020/9/23 23:44,866257,2021/4/14,26
688,66000,臺中市大雅區學府路３５８號１樓,大雅福倫藥局,214298.4186,2680137.693,大雅區,0,29,星期一~五下午14:30開始販售，星期六~日早上10點開始販售。(全年無休),120.6484794,24.2263648,2020/9/23 23:44,866231,2021/4/13,38
689,66000,台中市新社區新社里中和街４段１９８號,景安藥局,230498.7883,2681993.022,新社區,0,903,下午3點現場排隊賣口罩(不先分號碼),120.8079634,24.24340174,2020/9/23 23:44,866193,2021/4/12,39
690,66000,台中市烏日區前竹里中山路１段５號,萬信藥局,214428.1532,2667406.815,烏日區,1,0,週一~週六每天8點半發號碼牌，11-17點拿口罩，其餘時間不開放口罩購買,120.6500702,24.11141798,2020/9/23 23:44,866154,2021/4/11,31
691,66000,台中市霧峰區萊園路６－４號１樓,茗生藥局,219406.597,2662166.058,霧峰區,1800,200,週一~周六早上9點開始領口罩現場排隊，中午12:00~15:00休息 週日休息,120.6991544,24.06420166,2020/9/23 23:44,866123,2021/4/10,27
692,66000,臺中市西屯區黎明路三段３８５號１樓,佑升藥局,213283.3896,2675232.196,西屯區,0,200,固定周一至周五早上10點到晚上9點 為販售口罩時間，造成不便敬請見諒!星期六 星期日休息,120.6386104,24.1820489,2020/9/16 18:59,866096,2021/4/9,33
693,66000,臺中市西區向上北路１８６號１樓,好好誠美藥局,215558.4261,2671452.815,西區,0,31,固定週一至週六下午14:00開始依排隊先後順序販售口罩，售完為止。,120.6610926,24.14797545,2020/9/9 18:59,866063,2021/4/8,28
694,66000,臺中市南區忠明南路７８６號,好好藥局,215491.9195,2668612.224,南區,0,214,3/13(五)口罩發放更改為下午14:00-16:00 晚上 18:00-20:00 其餘時間不執行口罩業務,120.6605059,24.12232556,2020/3/30 17:56,866035,2021/4/7,40
695,66000,臺中市中區公園路９５號１樓,公園大藥局,217443.6686,2671251.956,中區,0,1579,每日下午2點半至下午4點半,120.6796478,24.1462019,2020/3/30 17:56,865995,2021/4/6,34
696,66000,臺中市中區三民路二段１號,維康台中藥局,217197.6579,2670616.838,中區,303,100,每日10:00開始販售政府口罩,120.6772415,24.14046216,2020/3/30 17:56,865961,2021/4/5,31
697,66000,臺中市西區五權路９７之１號１樓,大樹五權藥局,216637.8278,2671259.744,西區,162,1370,口罩販賣時段：14:00 - 16:00,120.6717183,24.14625538,2020/3/30 17:56,865930,2021/4/4,19
698,66000,臺中市大里區益民路２段７１號１樓,益民藥局,218190.4121,2666859.712,大里區,0,524,9am-12n，不發號碼牌，周日休,120.6870921,24.10655829,2020/3/30 17:56,865911,2021/4/3,26
699,66000,臺中市大里區塗城路９６４號１樓,佳霖藥局,218816.2731,2665113.992,大里區,2,0,星期日不賣口罩，其他時段早上9點~11點半.下午3點半~5點半.晚上7點~9點.早上9點開賣/現場排隊售完為止(大人通常早上賣完),120.6932861,24.09080808,2020/3/30 17:56,865885,2021/4/2,47
700,66000,臺中市大里區中興路二段６８３號,大里慈輝藥局,218428.9757,2667998.212,大里區,0,694,1440開始發號碼牌，1500開始放販售。禮拜六0940發號碼牌，1000開始販售,120.689414,24.11684295,2020/3/30 17:56,865838,2021/4/1,44
701,66000,臺中市太平區育賢路３６３號１樓,承泓藥局,220907.6494,2672673.346,太平區,15,0,固定周一~周日每天早上9~12 下午17-21口罩販售,120.7137042,24.15910377,2020/3/30 17:56,865794,2021/3/31,17
702,66000,臺中市太平區樹孝路２－１２號１樓,惠欣藥師藥局,221178.1128,2671639.155,太平區,190,164,周一到周五9:00-、15:30-、19:00-21:30開始販賣防疫口罩(依排隊順序)，週六9:00-、19:00-21:30販賣，週日公休。,120.7163864,24.14977074,2020/3/30 17:56,865777,2021/3/30,27
703,66000,臺中市太平區中山路一段３２１號１樓,勤益藥局,222997.0098,2671102.632,太平區,0,3006,19:00-21:00(電話04-23938969),120.7342946,24.14495852,2020/3/30 17:56,865750,2021/3/29,40
704,66000,臺中市大里區中興路１段２６１號,樂明藥局,218687.9121,2665141.512,大里區,0,575,星期一~星期五10~12 及17~21現場排隊買口罩，星期六早上有剩才賣,120.692023,24.09105403,2020/3/30 17:56,865710,2021/3/28,12
705,66000,臺中市太平區樹孝路２５９號１樓,艾兒親子藥局,221342.0934,2672047.352,太平區,0,399,口罩代售時間 19:30 現場排隊,120.7179919,24.15345946,2020/3/30 17:56,865698,2021/3/27,29
706,66000,臺中市西屯區青海路一段１１４號１樓,漢諾威藥局,214876.8292,2673331.288,西屯區,0,1078,固定周一至周六8:30開始發放號碼牌並依序販售口罩，售完為止。16:00開始憑號碼牌發放口罩,120.6543401,24.16492157,2020/3/30 17:56,865669,2021/3/26,39
707,66000,臺中市西屯區東大路１段１９號,台榮藥局,209586.5873,2675376.435,西屯區,39,114,周一至周五早上9點30分開始，中午12:00-14:30休息，現場排隊購買。,120.6022206,24.18326067,2020/3/30 17:56,865630,2021/3/25,49
708,66000,臺中市西屯區西屯路二段１００之２１號１樓,長穎藥局,214856.4567,2673467.387,西屯區,0,595,口罩發放時間為周一到周六上午9~12點，下午3~9點，星期日上午9~10點,120.6541363,24.16614998,2020/3/30 17:56,865581,2021/3/24,44
709,66000,臺中市西屯區國安一路５３號１樓,927藥局,210835.6851,2676166.8,西屯區,6,515,週二至週日晚上8:00開始販賣口罩--因配送問題週一不販售,120.6144935,24.19042857,2020/3/30 17:56,865537,2021/3/23,41
710,66000,臺中市北區梅豐街７９號１樓,鐘藥局,219095.0846,2672400.461,北區,0,821,口罩:此為一人居家藥局，僅配合政府防疫活動販賣口罩，無法每天固定時間販售，販售時間每周日均會張貼，請見諒,120.6958729,24.15660531,2020/3/30 17:56,865496,2021/3/22,40
711,66000,臺中市西屯區漢成四街８號,富康家健保藥局,215977.5197,2673919.441,西屯區,30,75,週一到週六11:00開始，週日20:00開始，發號碼牌依序現場排隊等待販售口罩購買，售完為止,120.6651584,24.1702563,2020/3/30 17:56,865456,2021/3/21,16
712,66000,臺中市北區漢口路４段２６０號１樓,國安漢口藥局,217672.4079,2673544.107,北區,0,305,本藥局每日下午13:30開始發放健保口罩實名制,120.6818473,24.16690302,2020/3/30 17:56,865440,2021/3/20,45
713,66000,臺中市南區文心南路９２３之１號１樓,萊爾康藥局,215460.9172,2667265.638,南區,6,788,本藥局營業至本月底 ; 大人口罩販賣至3月27日止  兒童至3月30日止 ，時間 週一至週五   下午 2:00---5:45 謝謝支持與配合!,120.660233,24.11016618,2020/3/30 17:56,865395,2021/3/19,48
